A&E Design Hans Ehrich Tom Ahlström	1993  870.0,370.0
Alison Knowles	1968  505.0,670.0
Alison Knowles	1978  140.0,133.0
Alison Knowles	1965  10.0,6.0
Alison Knowles	1965  279.0,216.0
Alison Knowles	1964  80.0,83.0
Alison Knowles	1968  550.0,586.0
Alison Saar	1993  667.0,520.0
Alistair Macready Bell	1958  566.0,268.0
Alistair Macready Bell	1964  398.0,600.0
Allan D'Arcangelo	1973  760.0,559.0
Allan D'Arcangelo	1967  354.0,279.0
Allan D'Arcangelo	1969  597.0,649.0
Allan D'Arcangelo	1965  572.0,573.0
Allan D'Arcangelo	1969  648.0,648.0
Allan D'Arcangelo	1962  298.0,240.0
Allan D'Arcangelo	1968  762.0,489.0
Allan D'Arcangelo	1969  538.0,648.0
Allan D'Arcangelo	1969  648.0,565.0
Allan D'Arcangelo	1965  1014.0,758.0
Allan D'Arcangelo	1967  304.0,228.0
Allan D'Arcangelo	1969  538.0,647.0
Allan D'Arcangelo	1969  648.0,576.0
Allan D'Arcangelo	1965  762.0,610.0
Allan Kaprow	1964  298.0,240.0
Allan Kaprow	1966  67.0,87.0
Allan Kaprow	1967  324.0,314.0
Allan Kaprow	1969  274.0,200.0
Allan Kaprow	1961  208.0,195.0
Allan Kaprow	1993  279.0,216.0
Allan Kaprow	1969  305.0,226.0
Allan Kaprow	1965  760.0,567.0
Allan Kaprow	1965  760.0,565.0
Allan McCollum	1974  155.0,850.0
Allan McCollum	1982  1625.0,2794.0
Allan McCollum	2010  287.0,243.0
Allan Mitelman	1972  384.0,559.0
Allan Sekula	9325  470.0,315.0
Allen John Bootroyd	1973 a14.3 ) 
Allen Jones	1964  738.0,551.0
Allen Jones	1966  763.0,561.0
Allen Jones	1965  607.0,506.0
Allen Jones	1966  764.0,561.0
Allen Jones	1966  763.0,562.0
Allen Jones	1966  574.0,764.0
Allen Jones	1964  1020.0,635.0
Allen Jones	2015  497.0,400.0
Allen Jones	1965  765.0,609.0
Allen Jones	1966  765.0,561.0
Allen Jones	1966  757.0,560.0
Allen Jones	1965  558.0,431.0
Allen Jones	1965  597.0,477.0
Allen Jones	1965  484.0,623.0
Allen Jones	1973  600.0,797.0
Allen Jones	1964  759.0,564.0
Allen Jones	1964  760.0,562.0
Allen Jones	1962  693.0,288.0
Allen Kubach	1952  457.0,670.0
Allen Ruppersberg	1988  560.0,351.0
Allen Ruppersberg	1988  562.0,357.0
Allen Ruppersberg	1988  562.0,353.0
Allen Ruppersberg	1971  383.0,506.0
Allen Ruppersberg	1978  296.0,420.0
Allen Ruppersberg	1983  280.0,216.0
Allen Ruppersberg	1983  460.0,640.0
Allen Ruppersberg	1972  280.0,216.0
Allen Ruppersberg	1973  296.0,420.0
Allen Ruppersberg	1993  255.0,752.0
Allen Ruppersberg	2014  332.0,300.0
Allen Ruppersberg	1974  500.0,480.0
Almir Mavignier	1961  397.0,296.0
Almir Mavignier	1962  290.0,397.0
Aloys Wach	1920  308.0,232.0
Alphonse Mucha	1897  407.0,308.0
Alphonse Mucha	1898  642.0,448.0
Alton Pickens	1932  179.0,277.0
Alton Pickens	1947  434.0,659.0
Alton Pickens	1932  285.0,241.0
Aluminum Company of America Pittsburgh Pennsylvania	1924 a8.2 )
Alun Leach-Jones	1967  485.0,485.0
Alvar Aalto	1932 a35.5 ) 
Alvar Aalto	1932 a35 ) 
Alvar Aalto	1938 a25.4 ) 
Alvar Aalto	1938 a35.9 ) 
Alvar Aalto	1932 a44.5 ) 
Alvar Aalto	1929 a45.1 ) 
Alvar Aalto	1936  292.0,311.0
Alvar Aalto	1931 a39.7 ) 
Alvar Aalto	1936 a41.9 ) 
Alvin Colt	1940  676.0,511.0
Alvin Paige	1985  473.0,829.0
Amador Lugo	1945  122.0,111.0
Amanda Guest Bart Wasserman	1996  400.0,270.0
Amedeo Modigliani	1914  416.0,429.0
American Steel & Wire Co. Worcester MA	1934 a.3 ) . 
Amy Cutler	2008  865.0,612.0
Amy Cutler	2010  307.0,350.0
Amy Cutler	2010  482.0,428.0
Amy Cutler	2011  310.0,352.0
Amy Cutler	2011  385.0,312.0
Amy Cutler	2008  865.0,613.0
Amy Cutler	2008  865.0,610.0
Amy O'Neill	2015  762.0,886.0
Amy O'Neill	2015  759.0,889.0
Amy O'Neill	2015  759.0,886.0
Amy O'Neill	2015  762.0,889.0
Amédée Ozenfant	1935  318.0,250.0
Ana Maria Moncalvo	1959  584.0,390.0
Ana Maria Moncalvo	1965  723.0,447.0
Ana Mendieta Carl Andre	1984  342.0,245.0
Anatol' Petryts'kyi Ivan Padalka	1929  209.0,139.0
Anatoli Lvovich Kaplan	1957  531.0,395.0
Anatoli Lvovich Kaplan	1957  622.0,474.0
Anatoli Lvovich Kaplan	1957  621.0,470.0
Anatoli Lvovich Kaplan	1957  471.0,623.0
Anatoli Lvovich Kaplan	1957  622.0,473.0
Anatoli Lvovich Kaplan	1957  541.0,395.0
Anatoli Lvovich Kaplan	1957  472.0,622.0
Anatoli Lvovich Kaplan	1957  622.0,469.0
Anatoli Lvovich Kaplan	1957  626.0,468.0
Anatoli Lvovich Kaplan	1957  469.0,621.0
Anatoli Lvovich Kaplan	1957  474.0,622.0
Anatoli Lvovich Kaplan	1957  623.0,470.0
Anatoli Lvovich Kaplan	1957  546.0,397.0
Anatoli Lvovich Kaplan	1957  623.0,472.0
Anatoli Lvovich Kaplan	1957  547.0,397.0
Anatoli Lvovich Kaplan	1957  621.0,467.0
Anatoli Lvovich Kaplan	1957  623.0,475.0
Anatoli Lvovich Kaplan	1957  548.0,397.0
Anatoli Lvovich Kaplan	1957  622.0,468.0
Anatoli Lvovich Kaplan	1957  468.0,622.0
Anatoli Lvovich Kaplan	1957  623.0,474.0
Anatoli Lvovich Kaplan	1957  473.0,622.0
Anatoli Lvovich Kaplan	1957  469.0,622.0
Anatoli Lvovich Kaplan	1957  623.0,468.0
Anatoli Lvovich Kaplan	1957  622.0,470.0
Anatoli Lvovich Kaplan	1957  623.0,469.0
Anatoli Lvovich Kaplan	1954  590.0,440.0
Anatoli Lvovich Kaplan	1954  588.0,440.0
Anatoli Lvovich Kaplan	1954  590.0,438.0
Anatoli Lvovich Kaplan	1954  589.0,440.0
Anatoli Lvovich Kaplan	1957  470.0,621.0
Anatoli Lvovich Kaplan	1957  468.0,623.0
Anatoli Lvovich Kaplan	1957  540.0,395.0
Anatoli Lvovich Kaplan	1954  103.0,208.0
Anatoli Lvovich Kaplan	1954  588.0,439.0
Anatoli Lvovich Kaplan	1957  622.0,471.0
Anatoli Lvovich Kaplan	1954  590.0,439.0
Anatoli Lvovich Kaplan	1957  473.0,623.0
Anatoli Lvovich Kaplan	1957  545.0,395.0
Anatoli Lvovich Kaplan	1957  623.0,467.0
Anders Zorn	1890  465.0,320.0
Anders Zorn	1892  330.0,488.0
Andrea Büttner	2015  476.0,626.0
Andrea Fraser	1991  400.0,527.0
Andrea Fraser	1998  3658.0,2743.0
Andrea Zittel	2005  342.0,381.0
Andrea Zittel	2002  1257.0,1613.0
Andrea Zittel	1993  1829.0,1524.0
Andrea Zittel	2005  1560.0,390.0
Andrea van der Straeten	2002  470.0,315.0
Andreas Feininger	1937  235.0,1110.0
Andreas Moritz	1928  238.0,23.0
Andreas Siekmann	1996  470.0,315.0
Andres Serrano	1992  660.0,660.0
Andrew Lord	1980  296.0,420.0
Andrew Lord	1985  296.0,420.0
Andrew Stasik	1961  505.0,355.0
André Beaudin	1968  235.0,290.0
André Beaudin	1956  190.0,180.0
André Breton	1942  457.0,354.0
André Derain	1943  100.0,70.0
André Derain	1943  69.0,70.0
André Derain	1943  91.0,88.0
André Derain	1920  160.0,125.0
André Derain	1943  79.0,90.0
André Derain	1943  61.0,59.0
André Derain	1943  70.0,95.0
André Derain	1968  235.0,290.0
André Derain	1943  90.0,102.0
André Derain	1943  56.0,88.0
André Derain	1927  458.0,358.0
André Derain	1920  322.0,250.0
André Derain	1943  75.0,95.0
André Derain	1943  88.0,82.0
André Derain	1943  92.0,80.0
André Derain	1943  59.0,70.0
André Derain	1943  97.0,89.0
André Derain	1943  95.0,91.0
André Derain	1943  97.0,81.0
André Derain	1943  95.0,86.0
André Derain	1943  80.0,87.0
André Derain	1943  68.0,71.0
André Derain	1943  85.0,75.0
André Derain	1912  644.0,478.0
André Derain	1943  90.0,80.0
André Derain	1943  84.0,65.0
André Derain	1943  90.0,70.0
André Derain	1943  88.0,80.0
André Derain	1943  89.0,70.0
André Derain	1943  78.0,80.0
André Derain	1943  90.0,90.0
André Derain	1943  75.0,81.0
André Derain	1943  90.0,65.0
André Derain	1943  79.0,60.0
André Derain	1912  190.0,245.0
André Derain	1909  265.0,200.0
André Derain	1909  310.0,235.0
André Derain	1943  62.0,75.0
André Derain	1943  89.0,90.0
André Derain	1920  291.0,198.0
André Derain	1943  60.0,69.0
André Derain	1943  221.0,194.0
André Derain	1943  97.0,94.0
André Derain	1910  447.0,339.0
André Derain	1943  85.0,91.0
André Dunoyer de Segonzac	1934  330.0,510.0
André Dunoyer de Segonzac	1968  235.0,290.0
André Dunoyer de Segonzac	1923  255.0,330.0
André Dunoyer de Segonzac	1924  185.0,240.0
André Dunoyer de Segonzac	1927  250.0,330.0
André Dunoyer de Segonzac	1930  322.0,248.0
André Dunoyer de Segonzac	1947  326.0,254.0
André Dunoyer de Segonzac	1925  185.0,250.0
André Dunoyer de Segonzac	1935  308.0,237.0
André Dunoyer de Segonzac	1921  360.0,519.0
André Dunoyer de Segonzac	1925  432.0,279.0
André Dunoyer de Segonzac	1930  290.0,225.0
André Dunoyer de Segonzac	1933  440.0,295.0
André Fougeron	1945  215.0,266.0
André Fougeron	1946  498.0,632.0
André Giraud & Brousseau Limoges France	1947  57.0,59.0
André Giraud & Brousseau Limoges France	1953  52.0,83.0
André Giraud & Brousseau Limoges France	1953  73.0,102.0
André Komatsu	2010  211.0,305.0
André Mare	1930  290.0,225.0
André Masson	1973  457.0,335.0
André Masson	1938  164.0,225.0
André Masson	1965  240.0,200.0
André Masson	1931  240.0,194.0
André Masson	1956  189.0,179.0
André Masson	1963  631.0,476.0
André Masson	1955  660.0,508.0
André Masson	1952  500.0,329.0
André Masson	1942  465.0,365.0
André Masson	1946  540.0,445.0
André Masson	1928  240.0,190.0
André Masson	1944  280.0,228.0
André Masson	1951  383.0,505.0
André Masson	1959  660.0,504.0
André Masson	1942  480.0,351.0
André Masson	1947  648.0,502.0
André Masson	1946  370.0,494.0
André Masson	1954  253.0,330.0
André Masson	1959  640.0,497.0
André Masson	1949  324.0,250.0
André Masson	1966  649.0,504.0
André Masson	1942  130.0,110.0
André Masson	1958  320.0,449.0
André Masson	1958  565.0,378.0
André Masson	1951  560.0,379.0
André Masson	1958  635.0,459.0
André Masson	1942  530.0,383.0
André Masson	1942  380.0,321.0
André Masson	1957  765.0,572.0
André Masson	1924  246.0,185.0
André Masson	1957  504.0,662.0
André Masson	1933  500.0,405.0
André Masson	1956  543.0,385.0
André Masson	1949  498.0,655.0
André Masson	1931  240.0,190.0
André Masson	1924  250.0,196.0
André Masson	1924  240.0,194.0
André Masson	1924  242.0,189.0
André Masson	1926  320.0,240.0
André Masson	1926  325.0,245.0
André Masson	1950  532.0,382.0
André Masson	1956  500.0,652.0
André Masson	1956  653.0,500.0
André Masson	1942  420.0,303.0
André Masson	1951  537.0,380.0
André Masson	1956  383.0,282.0
André Masson	1956  499.0,660.0
André Masson	1942  430.0,305.0
André Masson	1956  499.0,327.0
André Masson	1948  563.0,382.0
André Masson	1968  235.0,290.0
André Masson	1973  750.0,572.0
André Masson	1950  532.0,379.0
André Masson	1956  504.0,650.0
André Masson	1950  448.0,316.0
André Masson	1950  538.0,380.0
André Masson	1956  635.0,455.0
André Masson	1933  419.0,326.0
André Masson	1946  493.0,648.0
André Masson	1931  240.0,191.0
André Masson	1950  452.0,315.0
André Masson	1942  533.0,380.0
André Masson	1956  500.0,655.0
André Masson	1946  420.0,251.0
André Masson	1945  360.0,286.0
André Masson	1946  420.0,253.0
André Masson	1956  825.0,502.0
André Masson	1948  500.0,654.0
André Masson	1955  118.0,387.0
André Minaux	1950  473.0,317.0
André Racz	1949  662.0,553.0
André Racz	1945  723.0,473.0
André Racz	1945  665.0,465.0
André Racz	1949  659.0,599.0
André Racz	1949  660.0,505.0
André Racz	1945  506.0,326.0
André Racz	1945  508.0,321.0
André Racz	1945  505.0,324.0
André Racz	1945  509.0,321.0
André Racz	1945  505.0,319.0
André Racz	1945  319.0,511.0
André Racz	1945  507.0,326.0
André Racz	1945  510.0,323.0
André Racz	1948  667.0,559.0
André Racz Thomas Merton	1960  500.0,428.0
André Thomkins	1978  220.0,170.0
André Thomkins	1965  280.0,280.0
André Thomkins	1976  256.0,221.0
Andy Warhol	1967  280.0,218.0
Andy Warhol	1972  914.0,914.0
Andy Warhol	1972  865.0,864.0
Andy Warhol	1968  892.0,587.0
Andy Warhol	1966  586.0,583.0
Andy Warhol	1969  890.0,586.0
Andy Warhol	1967  915.0,915.0
Andy Warhol	1968  950.0,600.0
Andy Warhol	1953  240.0,152.0
Andy Warhol	1964  507.0,609.0
Andy Warhol	1984  810.0,1120.0
Andy Warhol	1984  810.0,1121.0
Andy Warhol	1964  410.0,290.0
Andy Warhol	1971  900.0,1216.0
Andy Warhol	1962  258.0,195.0
Andy Warhol	1966  304.0,203.0
Andy Warhol	1975  1040.0,705.0
Andy Warhol	1987  965.0,965.0
Andy Warhol	1970  304.0,247.0
Andy Warhol	1964  580.0,586.0
Andy Warhol	1967  285.0,220.0
Andy Warhol	1974  1032.0,700.0
Andy Warhol	1974  1060.0,711.0
Andy Warhol	1974  1030.0,687.0
Andy Warhol	1974  1032.0,695.0
Andy Warhol	1974  1032.0,698.0
Andy Warhol	1974  1036.0,695.0
Andy Warhol	1957  333.0,254.0
Andy Warhol	1957  368.0,295.0
Andy Warhol	1974  1058.0,710.0
Andy Warhol	1974  1030.0,700.0
Andy Warhol	1974  1033.0,700.0
Andy Warhol	1955  510.0,663.0
Andy Warhol	1981  960.0,966.0
Andy Warhol	1974  1032.0,690.0
Andy Warhol	1967  413.0,822.0
Andy Warhol	1966  1717.0,1717.0
Andy Warhol	1968  1410.0,2820.0
Andy Warhol	1965  610.0,508.0
Andy Warhol	1984  1010.0,815.0
Andy Warhol	1967  508.0,508.0
Andy Warhol	1965  609.0,762.0
Andy Warhol	1965  580.0,579.0
Andy Warhol	1970  918.0,916.0
Andy Warhol	1955  635.0,483.0
Andy Warhol	1983  180.0,142.0
Andy Warhol	1966  619.0,432.0
Andy Warhol	1974  762.0,510.0
Andy Warhol	1964  582.0,435.0
Andy Warhol	1972  1067.0,1066.0
Andy Warhol	1974  759.0,560.0
Andy Warhol Ralph Thomas Ward (Corkie)	1953  240.0,152.0
Andy Warhol Ralph Thomas Ward (Corkie)	1953  240.0,151.0
Andy Warhol Ralph Thomas Ward (Corkie)	1953  238.0,153.0
Andy Warhol Ralph Thomas Ward (Corkie)	1953  238.0,150.0
Andy Warhol Ralph Thomas Ward (Corkie)	1953  240.0,150.0
Andy Warhol Salvatore Silkscreen Co. Inc.	1968  892.0,587.0
Angel Bracho	1940  647.0,498.0
Angel Bracho	1941  464.0,668.0
Angela Jansen	1972  569.0,759.0
Angus MacLise	1968  171.0,222.0
Anibal Gil	1972  750.0,566.0
Anicka Yi	2017  296.0,209.0
Anish Kapoor	1998  447.0,535.0
Anish Kapoor	2001  430.0,380.0
Ann Hamilton	2007  962.0,1422.0
Ann Hamilton	2007  980.0,1423.0
Ann Hamilton	2000  762.0,570.0
Ann Hamilton	1994  3479.0,7442.0
Anna Bella Geiger	1973  565.0,758.0
Anna Bella Geiger	1969  553.0,416.0
Anna Letycia Quadros	1965  654.0,502.0
Anna Maria Maiolino	1976  200.0,250.0
Anna Maria Maiolino	1976  200.0,247.0
Anne Goldthwaite	1920  315.0,370.0
Anne Goldthwaite	1929  317.0,249.0
Anne Goldthwaite	1929  286.0,401.0
Anne Goldthwaite	1938  285.0,403.0
Anne Goldthwaite	1928  243.0,323.0
Anne Goldthwaite	1933  403.0,283.0
Anne Goldthwaite	1933  406.0,287.0
Anne Goldthwaite	1928  242.0,323.0
Anne Goldthwaite	1928  323.0,245.0
Anne Goldthwaite	1918  418.0,313.0
Anne Goldthwaite	1928  240.0,322.0
Anne Goldthwaite	1918  435.0,290.0
Anne Goldthwaite	1928  234.0,328.0
Anne Goldthwaite	1934  405.0,290.0
Anne Goldthwaite	1936  291.0,406.0
Anne Goldthwaite	1936  317.0,458.0
Anne Goldthwaite	1931  244.0,321.0
Anne Goldthwaite	1928  200.0,247.0
Anne Goldthwaite	1935  406.0,292.0
Anne Goldthwaite	1929  213.0,322.0
Anne Ryan	1946  200.0,292.0
Anne Ryan	1946  413.0,581.0
Anne Ryan	1943  430.0,327.0
Anne Ryan	1945  251.0,200.0
Anne Steele Marsh	1951  244.0,322.0
Anne Wienholt	1948  395.0,507.0
Annette Kelm	2010  407.0,526.0
Annette Lemieux	1991  767.0,2235.0
Annette Messager Jean-Philippe Toussaint	2013  279.0,356.0
Anni Albers	1943  902.0,864.0
Anni Albers	1949  305.0,254.0
Anni Albers	1983  695.0,495.0
Anni Albers	1963  514.0,687.0
Anni Albers	1969  710.0,622.0
Anni Albers	1970  509.0,559.0
Anni Albers	1983  698.0,496.0
Anni Albers	1964 composition (see child records): dimensions vary; sheet (see child records): dimensions vary
Anni Albers	1933  38.0,95.0
Anni Albers	1963  431.0,685.0
Anni Albers	1969  504.0,555.0
Anni Albers	1972  610.0,508.0
Anni Albers	1972  508.0,508.0
Anni Albers	1974  757.0,559.0
Annika Eriksson	2019  470.0,315.0
Anonymous	1618  308.0,232.0
Ansei Uchima	1957  482.0,743.0
Ansei Uchima	1961  507.0,355.0
Ansel Adams	1940  203.0,244.0
Anselm Kiefer	1986  1040.0,1101.0
Anselm Kiefer	1980  2771.0,2503.0
Anselm Kiefer	1984  1095.0,850.0
Anselm Kiefer	1981  588.0,787.0
Anselm Kiefer	1980  1550.0,889.0
Anthony Benjamin	1977  568.0,760.0
Anthony Currell	1963  790.0,581.0
Anthony Gross	1952  295.0,469.0
Anthony Gross	1950  320.0,465.0
Anthony Harrison	1955  697.0,553.0
Anthony Hernandez	1967  708.0,531.0
Anthony Maglica	1982 a6 )
Anthony Nomorosa	2012  457.0,304.0
Antoine Pevsner	1942 a49.2 ) 
Antoine Prinner	1935  240.0,184.0
Anton Heyboer	1962  1005.0,648.0
Anton Heyboer	1965  1004.0,643.0
Anton Heyboer	1966  1000.0,1269.0
Anton Heyboer	1957  291.0,393.0
Anton Heyboer	1957  293.0,343.0
Anton Heyboer	1957  314.0,485.0
Anton Heyboer	1959  506.0,326.0
Anton Heyboer	1960  468.0,296.0
Anton Heyboer	1961  998.0,1029.0
Anton Heyboer	1960  508.0,330.0
Anton Heyboer	1963  992.0,622.0
Anton Heyboer	1964  1008.0,647.0
Anton Heyboer	1960  505.0,327.0
Anton Heyboer	1968  648.0,1011.0
Anton Heyboer	1965  527.0,791.0
Anton Heyboer	1964  1011.0,647.0
Anton Heyboer	1964  648.0,1011.0
Anton Heyboer	1960  507.0,638.0
Anton Kannemeyer	1999  428.0,598.0
Anton Kannemeyer	2004  640.0,510.0
Anton Lavinskii	1923  226.0,152.0
Anton Lavinskii	1922  183.0,115.0
Anton Stankowski	1929  213.0,151.0
Antoni Clavé	1950  486.0,343.0
Antoni Clavé	1950  296.0,438.0
Antoni Gaudí	1898 a42.2 ) 
Antoni Miralda	1977  740.0,535.0
Antoni Tàpies	1965  477.0,633.0
Antoni Tàpies	1973  590.0,760.0
Antoni Tàpies	1963  380.0,278.0
Antoni Tàpies	1960  412.0,648.0
Antoni Tàpies	1959  1054.0,754.0
Antoni Tàpies	1987  648.0,999.0
Antoni Tàpies	1984  1052.0,598.0
Antoni Tàpies	1969  775.0,587.0
Antoni Tàpies	1981  320.0,240.0
Antoni Tàpies	1964  497.0,365.0
Antoni Tàpies	1964  563.0,760.0
Antoni Tàpies	1981  930.0,1390.0
Antoni Tàpies	1960  518.0,736.0
Antoni Tàpies	1960  550.0,747.0
Antoni Tàpies	1960  647.0,893.0
Antoni Tàpies	1960  645.0,489.0
Antoni Tàpies	1959  752.0,1057.0
Antoni Tàpies	1976  175.0,420.0
Antonio Berni	1967  634.0,892.0
Antonio Berni	1942  275.0,254.0
Antonio Berni	1942  475.0,325.0
Antonio Berni	1963  1344.0,555.0
Antonio Berni	1963  795.0,564.0
Antonio Berni	1963  779.0,560.0
Antonio Berni	1963  781.0,569.0
Antonio Berni	1967  542.0,499.0
Antonio Citterio Glen Oliver Löw	1991  695.0,1003.0
Antonio Frasconi	1958  200.0,275.0
Antonio Frasconi	1962  766.0,569.0
Antonio Frasconi	1951  677.0,269.0
Antonio Frasconi	1952  337.0,425.0
Antonio Frasconi	1947  648.0,254.0
Antonio Frasconi	1955  669.0,511.0
Antonio Frasconi	1950  730.0,533.0
Antonio Frasconi	1955  306.0,445.0
Antonio Frasconi	1959  486.0,869.0
Antonio Frasconi	1954  500.0,20.0
Antonio Frasconi	1969  660.0,483.0
Antonio Frasconi	1951  533.0,445.0
Antonio Frasconi	1951  623.0,210.0
Antonio Frasconi	1950  735.0,395.0
Antonio Frasconi	1949  694.0,283.0
Antonio Frasconi	1953  124.0,100.0
Antonio Puente Jesús Tenreiro-Degwitz	1966  254.0,203.0
Antonio Saura	1959  648.0,500.0
Antonio Saura	1959  649.0,500.0
Antonio Saura	1959  648.0,499.0
Antonio Saura	1959  650.0,500.0
Antonio Saura	1959  651.0,500.0
Antonio Saura	1959  648.0,501.0
Antonio Saura	1959  645.0,500.0
Antonio Saura	1959  650.0,503.0
Antonio Saura	1959  651.0,501.0
Antonio Saura	1959  644.0,500.0
Antonio Saura	1959  644.0,499.0
Antonio Segui	1966  425.0,532.0
Antonio Segui	1966  419.0,545.0
Antonio Segui	1966  418.0,540.0
Antonio Segui	1965  456.0,608.0
Antonio Segui	1966  492.0,550.0
Antonio Segui	1966  505.0,332.0
Antonio Segui	1966  504.0,330.0
Antonio Segui	1965  333.0,250.0
Antonio Segui	1978  318.0,454.0
Antonio Segui	1978  316.0,455.0
Antonio Segui	1965  330.0,253.0
Antonio Segui	1965  334.0,254.0
Antonio Segui	1964  621.0,463.0
Antonio Segui	1978  456.0,316.0
Antonio Segui	1978  460.0,314.0
Antonio Segui	1963  481.0,673.0
Antonio Segui	1964  505.0,657.0
Antonio Segui	1964  564.0,691.0
Antonio Segui	1964  560.0,703.0
Antonio Segui	1968  589.0,459.0
Ap Sok	1952  385.0,610.0
Ap Sok	1949  288.0,191.0
Ap Sok	1952  384.0,609.0
Ap Sok	1951  219.0,279.0
Ap Sok	1950  256.0,323.0
April Gornik	2001  780.0,939.0
Ara Peterson	2007  456.0,610.0
Ara Peterson	2007  456.0,608.0
Ara Peterson	2007  457.0,608.0
Arata Isozaki	1992  552.0,946.0
Arata Isozaki	1992  305.0,499.0
Ardegno Soffici	1915  453.0,332.0
Arian Brekveld	1995 a10.2 ) 
Aristide Maillol	1893  250.0,256.0
Aristide Maillol	1908  20.0,17.0
Aristide Maillol	1908  55.0,55.0
Aristide Maillol	1924  366.0,276.0
Aristide Maillol	1927  391.0,260.0
Aristide Maillol	1938  248.0,1701.0
Aristide Maillol	1937  12.0,12.0
Aristide Maillol	1908  17.0,17.0
Aristide Maillol	1908  37.0,25.0
Aristide Maillol	1908  27.0,23.0
Aristide Maillol	1895  280.0,380.0
Aristide Maillol	1898  258.0,256.0
Aristide Maillol	1926  395.0,493.0
Arman	1966  431.0,558.0
Arman	1973  500.0,500.0
Arman	1990  320.0,235.0
Arman	1964  600.0,400.0
Arman	1976  960.0,617.0
Arman	1976  554.0,430.0
Arman	1980  576.0,455.0
Arman	1976  620.0,968.0
Arman	1974  760.0,567.0
Armand Berton	1897  408.0,302.0
Armand Mevis Linda van Deursen	1818  470.0,315.0
Armand Séguin	1891  270.0,219.0
Armand Séguin	1894  264.0,217.0
Armand Séguin	1894  460.0,359.0
Armand Séguin	1895  202.0,133.0
Armando	1986  560.0,790.0
Armando	1986  533.0,715.0
Armin Landeck	1948  508.0,327.0
Armin Landeck	1938  270.0,391.0
Arnaldo Pomodoro	1963 a18.7 ) 
Arne Jacobsen	1964  95.0,51.0
Arne Jacobsen	1957  197.0,19.0
Arnold Friedman	1931  292.0,407.0
Arnold Gross	1966  437.0,543.0
Arnold Lafontant	1947  252.0,198.0
Arnulf Rainer	1975  536.0,382.0
Arnulf Rainer	1975  540.0,381.0
Arnulf Rainer	1997  646.0,497.0
Arnulf Rainer	1978  700.0,525.0
Arnulf Rainer	1980  1340.0,626.0
Arnulf Rainer	1997  648.0,499.0
Arnulf Rainer	1961  530.0,383.0
Arnulf Rainer	1971  290.0,210.0
Arnulf Rainer	1974  530.0,381.0
Arshile Gorky	1931  480.0,357.0
Art & Project Amsterdam	1985  601.0,420.0
Art Hazelwood	2012  456.0,303.0
Arthur B. Davies	1923  256.0,390.0
Arthur B. Davies	1919  224.0,157.0
Arthur B. Davies	1910  402.0,279.0
Arthur B. Davies	1910  357.0,282.0
Arthur B. Davies	1919  273.0,404.0
Arthur B. Davies	1916  227.0,294.0
Arthur B. Davies	1924  390.0,555.0
Arthur B. Davies	1918  271.0,366.0
Arthur B. Davies	1919  278.0,404.0
Arthur B. Davies	1919  405.0,274.0
Arthur B. Davies	1919  275.0,405.0
Arthur B. Davies	1919  270.0,404.0
Arthur Deshaies	1955  564.0,820.0
Arthur Deshaies	1961  357.0,509.0
Arthur Deshaies	1961  1571.0,1013.0
Arthur Deshaies	1959  498.0,607.0
Arthur Deshaies	1953  591.0,453.0
Arthur Fauser	1953  535.0,382.0
Arthur Jafa	1990  287.0,235.0
Arthur Köpcke	1972  620.0,480.0
Arthur Köpcke	1962  289.0,119.0
Arthur Köpcke	1963  390.0,425.0
Arthur Köpcke	1962  83.0,114.0
Arthur Köpcke Mieko Shiomi	1971  85.0,175.0
Arthur Köpcke Robert Filliou	1961  230.0,58.0
Arthur Luis Piza	1966  632.0,898.0
Arthur N. Christie	1937  304.0,234.0
Arthur Secunda	1965  540.0,356.0
Arthur Secunda	1970  585.0,787.0
Arthur Segal	1215  308.0,232.0
Arthur Segal	2816  308.0,232.0
Arthur Segal	1515  308.0,232.0
Arturo Herrera	2009  367.0,325.0
Asao Sakamoto	1987 a40.6 ) 
Asger Jorn	1945  350.0,496.0
Asger Jorn	1945  495.0,356.0
Asger Jorn	1945  350.0,497.0
Asger Jorn	1945  490.0,357.0
Asger Jorn	1945  356.0,495.0
Asger Jorn	1945  250.0,222.0
Asger Jorn	1953  299.0,242.0
Asger Jorn	1953  350.0,248.0
Asger Jorn	1945  220.0,267.0
Asger Jorn	1953  349.0,247.0
Asger Jorn	1938  217.0,245.0
Asger Jorn	1945  490.0,356.0
Asger Jorn	1953  248.0,350.0
Asger Jorn	1945  258.0,180.0
Asger Jorn	1945  490.0,354.0
Asger Jorn	1953  240.0,349.0
Asger Jorn	1952  290.0,448.0
